acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,added_at,song_title,artists
0.022,https://api.spotify.com/v1/audio-analysis/0Sya8tcvqVXsn1u96NEu2V,0.854,275533,0.609,0Sya8tcvqVXsn1u96NEu2V,0.0,11,0.134,-6.363,1,0.254,140.04,4,https://api.spotify.com/v1/tracks/0Sya8tcvqVXsn1u96NEu2V,audio_features,spotify:track:0Sya8tcvqVXsn1u96NEu2V,0.323,2018-06-06T18:15:34Z,"Iced Out My Arms (feat. Future, Migos, 21 Savage & T.I.)","DJ Khaled,Future,Migos,21 Savage,T.I."
0.331,https://api.spotify.com/v1/audio-analysis/2jTjmNTZdJvw0suG2Qu4tI,0.582,207147,0.637,2jTjmNTZdJvw0suG2Qu4tI,0.0,0,0.155,-5.004,1,0.0521,77.534,4,https://api.spotify.com/v1/tracks/2jTjmNTZdJvw0suG2Qu4tI,audio_features,spotify:track:2jTjmNTZdJvw0suG2Qu4tI,0.371,2018-06-06T18:15:34Z,Unchanging Love,Mavado
0.0479,https://api.spotify.com/v1/audio-analysis/3OoZagIW3YK8vjt0ws6NOI,0.773,283253,0.81,3OoZagIW3YK8vjt0ws6NOI,4.45e-06,2,0.271,-5.171,0,0.116,112.002,4,https://api.spotify.com/v1/tracks/3OoZagIW3YK8vjt0ws6NOI,audio_features,spotify:track:3OoZagIW3YK8vjt0ws6NOI,0.567,2018-06-06T18:15:34Z,Shining (feat. Beyoncé & Jay-Z),"DJ Khaled,Beyoncé,JAY-Z"
0.0552,https://api.spotify.com/v1/audio-analysis/3DXncPQOG4VBw3QHh3S817,0.609,288600,0.668,3DXncPQOG4VBw3QHh3S817,0.0,7,0.167,-4.284,1,0.0367,80.924,4,https://api.spotify.com/v1/tracks/3DXncPQOG4VBw3QHh3S817,audio_features,spotify:track:3DXncPQOG4VBw3QHh3S817,0.811,2018-06-06T18:15:34Z,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled,Justin Bieber,Quavo,Chance the Rapper,Lil Wayne"
0.0232,https://api.spotify.com/v1/audio-analysis/5n2nd6UMABqqeUCyCf4Nbb,0.542,233293,0.755,5n2nd6UMABqqeUCyCf4Nbb,0.0,1,0.225,-3.68,1,0.0614,168.22,4,https://api.spotify.com/v1/tracks/5n2nd6UMABqqeUCyCf4Nbb,audio_features,spotify:track:5n2nd6UMABqqeUCyCf4Nbb,0.267,2018-06-06T18:15:34Z,"On Everything (feat. Travis Scott, Rick Ross & Big Sean)","DJ Khaled,Travis Scott,Rick Ross,Big Sean"
0.769,https://api.spotify.com/v1/audio-analysis/5rflEM4gwPgGe2SB7l1iQg,0.552,52000,0.356,5rflEM4gwPgGe2SB7l1iQg,0.0,9,0.263,-5.512,1,0.301,86.764,4,https://api.spotify.com/v1/tracks/5rflEM4gwPgGe2SB7l1iQg,audio_features,spotify:track:5rflEM4gwPgGe2SB7l1iQg,0.701,2018-06-06T18:15:34Z,Interlude (Hallelujah),Betty Wright
0.371,https://api.spotify.com/v1/audio-analysis/3lUAtkEMTRbWb8oK0T3gC3,0.507,271227,0.893,3lUAtkEMTRbWb8oK0T3gC3,0.0,2,0.914,-3.611,0,0.3,89.392,4,https://api.spotify.com/v1/tracks/3lUAtkEMTRbWb8oK0T3gC3,audio_features,spotify:track:3lUAtkEMTRbWb8oK0T3gC3,0.57,2018-06-06T18:15:34Z,Nobody (feat. Alicia Keys & Nicki Minaj),"DJ Khaled,Alicia Keys,Nicki Minaj"
0.015,https://api.spotify.com/v1/audio-analysis/4vv1KjUzPwrtDbozizSfQc,0.652,229147,0.827,4vv1KjUzPwrtDbozizSfQc,0.0,7,0.432,-3.98,0,0.0445,100.011,4,https://api.spotify.com/v1/tracks/4vv1KjUzPwrtDbozizSfQc,audio_features,spotify:track:4vv1KjUzPwrtDbozizSfQc,0.659,2018-06-06T18:15:34Z,Don't Quit (feat. Travis Scott & Jeremih),"DJ Khaled,Calvin Harris,Travis Scott,Jeremih"
0.0269,https://api.spotify.com/v1/audio-analysis/5xQUK12259s4pQi17Fw021,0.671,241613,0.62,5xQUK12259s4pQi17Fw021,3.21e-06,2,0.189,-6.092,1,0.0536,120.079,4,https://api.spotify.com/v1/tracks/5xQUK12259s4pQi17Fw021,audio_features,spotify:track:5xQUK12259s4pQi17Fw021,0.226,2018-06-06T18:15:34Z,I Can't Even Lie (feat. Future & Nicki Minaj),"DJ Khaled,Future,Nicki Minaj"
0.0165,https://api.spotify.com/v1/audio-analysis/6LECek0tkw95AXDGHM4qXj,0.804,297467,0.667,6LECek0tkw95AXDGHM4qXj,0.0,9,0.215,-4.738,1,0.0372,138.015,4,https://api.spotify.com/v1/tracks/6LECek0tkw95AXDGHM4qXj,audio_features,spotify:track:6LECek0tkw95AXDGHM4qXj,0.135,2018-06-06T18:15:34Z,Major Bag Alert (feat. Migos),"DJ Khaled,Migos"
0.0168,https://api.spotify.com/v1/audio-analysis/5xCf9CNP6JiKb9J9oXhPjN,0.479,218720,0.785,5xCf9CNP6JiKb9J9oXhPjN,0.000165,0,0.622,-7.169,0,0.421,97.885,4,https://api.spotify.com/v1/tracks/5xCf9CNP6JiKb9J9oXhPjN,audio_features,spotify:track:5xCf9CNP6JiKb9J9oXhPjN,0.368,2018-06-06T18:15:34Z,Good Man (feat. Pusha T & Jadakiss),"DJ Khaled,Pusha T,Jadakiss"
0.0406,https://api.spotify.com/v1/audio-analysis/508iuw5ZuUBc2ExtZ5wwcY,0.684,191373,0.793,508iuw5ZuUBc2ExtZ5wwcY,0.0,7,0.315,-5.282,1,0.328,90.996,4,https://api.spotify.com/v1/tracks/508iuw5ZuUBc2ExtZ5wwcY,audio_features,spotify:track:508iuw5ZuUBc2ExtZ5wwcY,0.38,2018-06-06T18:15:34Z,Billy Ocean (feat. Fat Joe & Raekwon),"DJ Khaled,Fat Joe,Raekwon"
0.0882,https://api.spotify.com/v1/audio-analysis/6D5eJSpFw4V8Wkgzufn8B7,0.615,256520,0.683,6D5eJSpFw4V8Wkgzufn8B7,0.0,1,0.059,-5.328,0,0.279,83.267,4,https://api.spotify.com/v1/tracks/6D5eJSpFw4V8Wkgzufn8B7,audio_features,spotify:track:6D5eJSpFw4V8Wkgzufn8B7,0.268,2018-06-06T18:15:34Z,That Range Rover Came With Steps (feat. Future & Yo Gotti),"DJ Khaled,Future,Yo Gotti"
0.0281,https://api.spotify.com/v1/audio-analysis/6JRydzo0lyZeTanq2wTmqf,0.768,299613,0.7,6JRydzo0lyZeTanq2wTmqf,0.0,6,0.442,-3.395,0,0.306,130.101,4,https://api.spotify.com/v1/tracks/6JRydzo0lyZeTanq2wTmqf,audio_features,spotify:track:6JRydzo0lyZeTanq2wTmqf,0.489,2018-06-06T18:15:34Z,"Whatever (feat. Future, Young Thug, Rick Ross & 2 Chainz)","DJ Khaled,Future,Young Thug,Rick Ross,2 Chainz"
0.0962,https://api.spotify.com/v1/audio-analysis/7b7FKd5oLmgSqz9IsGwgXI,0.672,138453,0.871,7b7FKd5oLmgSqz9IsGwgXI,0.0,1,0.283,-5.116,1,0.312,79.092,4,https://api.spotify.com/v1/tracks/7b7FKd5oLmgSqz9IsGwgXI,audio_features,spotify:track:7b7FKd5oLmgSqz9IsGwgXI,0.353,2018-06-06T18:15:34Z,Interlude,Belly
0.729,https://api.spotify.com/v1/audio-analysis/65KRgyyiEJOXELYGtmEY95,0.667,16013,0.23,65KRgyyiEJOXELYGtmEY95,0.0,6,0.798,-12.937,1,0.951,64.146,1,https://api.spotify.com/v1/tracks/65KRgyyiEJOXELYGtmEY95,audio_features,spotify:track:65KRgyyiEJOXELYGtmEY95,0.0,2018-06-06T18:15:34Z,Asahd Talk (Thank You Asahd),Asahd Khaled
0.681,https://api.spotify.com/v1/audio-analysis/0uPA6fX70cCdfG172jdcKO,0.551,243353,0.438,0uPA6fX70cCdfG172jdcKO,7.32e-05,0,0.11,-6.187,1,0.0395,83.932,4,https://api.spotify.com/v1/tracks/0uPA6fX70cCdfG172jdcKO,audio_features,spotify:track:0uPA6fX70cCdfG172jdcKO,0.199,2018-06-05T00:58:42Z,We Ain't Feeling Time,FKJ
0.774,https://api.spotify.com/v1/audio-analysis/00xjXIoyDIQYSYve03VsXf,0.651,252016,0.414,00xjXIoyDIQYSYve03VsXf,0.000478,2,0.122,-5.754,0,0.031,88.983,4,https://api.spotify.com/v1/tracks/00xjXIoyDIQYSYve03VsXf,audio_features,spotify:track:00xjXIoyDIQYSYve03VsXf,0.23,2018-06-05T00:58:42Z,Die with a Smile,FKJ
0.973,https://api.spotify.com/v1/audio-analysis/0l11X0LjNaMJnYahwcR7l1,0.54,89308,0.173,0l11X0LjNaMJnYahwcR7l1,0.559,8,0.171,-12.854,0,0.0498,101.63,4,https://api.spotify.com/v1/tracks/0l11X0LjNaMJnYahwcR7l1,audio_features,spotify:track:0l11X0LjNaMJnYahwcR7l1,0.29,2018-06-05T00:58:42Z,Lying Together - Interlude,FKJ
0.456,https://api.spotify.com/v1/audio-analysis/1WNOscEdUrRvDwHotfeAW5,0.791,268861,0.729,1WNOscEdUrRvDwHotfeAW5,0.291,3,0.0957,-6.234,0,0.0646,102.021,4,https://api.spotify.com/v1/tracks/1WNOscEdUrRvDwHotfeAW5,audio_features,spotify:track:1WNOscEdUrRvDwHotfeAW5,0.0782,2018-06-05T00:58:42Z,Lying Together,FKJ
0.0635,https://api.spotify.com/v1/audio-analysis/1962HRBinZRAbyfm75CsK9,0.752,238890,0.761,1962HRBinZRAbyfm75CsK9,0.817,0,0.152,-6.022,0,0.0372,113.99,4,https://api.spotify.com/v1/tracks/1962HRBinZRAbyfm75CsK9,audio_features,spotify:track:1962HRBinZRAbyfm75CsK9,0.544,2018-06-05T00:58:42Z,Joy,FKJ
0.686,https://api.spotify.com/v1/audio-analysis/0qGQXQdUNwPYQadGuELgEI,0.488,182445,0.228,0qGQXQdUNwPYQadGuELgEI,0.00374,11,0.0835,-9.13,1,0.0429,80.982,3,https://api.spotify.com/v1/tracks/0qGQXQdUNwPYQadGuELgEI,audio_features,spotify:track:0qGQXQdUNwPYQadGuELgEI,0.317,2018-06-05T00:58:42Z,Why Are There Boundaries,FKJ
0.614,https://api.spotify.com/v1/audio-analysis/5kc6erfW0v4PtsBtRJpf0Z,0.697,249847,0.433,5kc6erfW0v4PtsBtRJpf0Z,0.042,7,0.0901,-9.822,0,0.052,148.087,4,https://api.spotify.com/v1/tracks/5kc6erfW0v4PtsBtRJpf0Z,audio_features,spotify:track:5kc6erfW0v4PtsBtRJpf0Z,0.266,2018-06-05T00:58:42Z,Skyline,FKJ
0.176,https://api.spotify.com/v1/audio-analysis/4c60yLpE5lXvICT0pyEaZ5,0.525,256800,0.72,4c60yLpE5lXvICT0pyEaZ5,0.00648,11,0.0769,-6.916,0,0.169,91.708,4,https://api.spotify.com/v1/tracks/4c60yLpE5lXvICT0pyEaZ5,audio_features,spotify:track:4c60yLpE5lXvICT0pyEaZ5,0.483,2018-06-05T00:58:42Z,Better Give U Up,FKJ
0.46,https://api.spotify.com/v1/audio-analysis/3KrTlYioYhUIvd8IoptcTN,0.786,235000,0.552,3KrTlYioYhUIvd8IoptcTN,0.451,3,0.12,-7.179,0,0.0763,96.009,4,https://api.spotify.com/v1/tracks/3KrTlYioYhUIvd8IoptcTN,audio_features,spotify:track:3KrTlYioYhUIvd8IoptcTN,0.487,2018-06-05T00:58:42Z,Go Back Home,FKJ
0.847,https://api.spotify.com/v1/audio-analysis/6SEolIp22t0DzeBfCBo3hr,0.41,311837,0.169,6SEolIp22t0DzeBfCBo3hr,0.00327,3,0.117,-11.422,1,0.0485,89.494,4,https://api.spotify.com/v1/tracks/6SEolIp22t0DzeBfCBo3hr,audio_features,spotify:track:6SEolIp22t0DzeBfCBo3hr,0.208,2018-06-05T00:58:42Z,Vibin' Out,"FKJ,((( O )))"
0.0888,https://api.spotify.com/v1/audio-analysis/5Wx9xfNURyR3OaMNNlEk8j,0.614,245816,0.469,5Wx9xfNURyR3OaMNNlEk8j,0.21,8,0.112,-6.603,1,0.0605,85.994,4,https://api.spotify.com/v1/tracks/5Wx9xfNURyR3OaMNNlEk8j,audio_features,spotify:track:5Wx9xfNURyR3OaMNNlEk8j,0.292,2018-06-05T00:58:42Z,Canggu,FKJ
0.0704,https://api.spotify.com/v1/audio-analysis/6VE2189Tetcqmaxrrf4if3,0.5,265392,0.601,6VE2189Tetcqmaxrrf4if3,0.48,6,0.0901,-8.87,1,0.0435,97.971,4,https://api.spotify.com/v1/tracks/6VE2189Tetcqmaxrrf4if3,audio_features,spotify:track:6VE2189Tetcqmaxrrf4if3,0.384,2018-06-05T00:58:42Z,Blessed,FKJ
0.00112,https://api.spotify.com/v1/audio-analysis/0YbaMbJJ2eZypwZLLMPIDa,0.76,528227,0.894,0YbaMbJJ2eZypwZLLMPIDa,0.539,5,0.716,-10.799,1,0.0596,117.331,4,https://api.spotify.com/v1/tracks/0YbaMbJJ2eZypwZLLMPIDa,audio_features,spotify:track:0YbaMbJJ2eZypwZLLMPIDa,0.637,2018-04-11T23:46:42Z,losing my edge - live at madison square garden,LCD Soundsystem
0.00397,https://api.spotify.com/v1/audio-analysis/7i9763l5SSfOnqZ35VOcfy,0.613,234813,0.873,7i9763l5SSfOnqZ35VOcfy,0.00111,7,0.367,-6.376,0,0.0449,129.989,4,https://api.spotify.com/v1/tracks/7i9763l5SSfOnqZ35VOcfy,audio_features,spotify:track:7i9763l5SSfOnqZ35VOcfy,0.392,2018-04-10T10:18:09Z,Heavydirtysoul,Twenty One Pilots
0.0462,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,0.734,202333,0.637,3CRDbSIZ4r5MsZ0YwxuEkn,2.29e-05,4,0.0602,-5.677,0,0.141,169.977,4,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,audio_features,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,0.648,2018-04-10T10:18:09Z,Stressed Out,Twenty One Pilots
0.00835,https://api.spotify.com/v1/audio-analysis/2Z8WuEywRWYTKe1NybPQEW,0.645,214507,0.713,2Z8WuEywRWYTKe1NybPQEW,0.0,6,0.113,-5.355,1,0.0393,74.989,4,https://api.spotify.com/v1/tracks/2Z8WuEywRWYTKe1NybPQEW,audio_features,spotify:track:2Z8WuEywRWYTKe1NybPQEW,0.566,2018-04-10T10:18:09Z,Ride,Twenty One Pilots
0.0396,https://api.spotify.com/v1/audio-analysis/1s9xuJxhYM0LdVqksjegcg,0.715,207160,0.723,1s9xuJxhYM0LdVqksjegcg,8.57e-05,6,0.084,-5.993,0,0.0569,114.985,4,https://api.spotify.com/v1/tracks/1s9xuJxhYM0LdVqksjegcg,audio_features,spotify:track:1s9xuJxhYM0LdVqksjegcg,0.479,2018-04-10T10:18:09Z,Fairly Local,Twenty One Pilots
0.0189,https://api.spotify.com/v1/audio-analysis/3bnVBN67NBEzedqQuWrpP4,0.655,188493,0.632,3bnVBN67NBEzedqQuWrpP4,0.0,2,0.0722,-4.802,1,0.0489,120.113,4,https://api.spotify.com/v1/tracks/3bnVBN67NBEzedqQuWrpP4,audio_features,spotify:track:3bnVBN67NBEzedqQuWrpP4,0.447,2018-04-10T10:18:09Z,Tear in My Heart,Twenty One Pilots
0.0573,https://api.spotify.com/v1/audio-analysis/2P61EK6DMGyVyssLWS4fKy,0.616,253093,0.811,2P61EK6DMGyVyssLWS4fKy,1.57e-05,7,0.0566,-4.804,1,0.0626,159.929,4,https://api.spotify.com/v1/tracks/2P61EK6DMGyVyssLWS4fKy,audio_features,spotify:track:2P61EK6DMGyVyssLWS4fKy,0.913,2018-04-10T10:18:09Z,Lane Boy,Twenty One Pilots
0.177,https://api.spotify.com/v1/audio-analysis/1lguQJjlNrIOoOylYVZN3M,0.423,297760,0.797,1lguQJjlNrIOoOylYVZN3M,0.0,0,0.137,-4.659,1,0.124,82.617,4,https://api.spotify.com/v1/tracks/1lguQJjlNrIOoOylYVZN3M,audio_features,spotify:track:1lguQJjlNrIOoOylYVZN3M,0.592,2018-04-10T10:18:09Z,The Judge,Twenty One Pilots
0.121,https://api.spotify.com/v1/audio-analysis/57yL3161hUMuw06zzzUCHi,0.719,191493,0.645,57yL3161hUMuw06zzzUCHi,0.00316,2,0.362,-6.141,0,0.0358,123.02,4,https://api.spotify.com/v1/tracks/57yL3161hUMuw06zzzUCHi,audio_features,spotify:track:57yL3161hUMuw06zzzUCHi,0.69,2018-04-10T10:18:09Z,Doubt,Twenty One Pilots
0.122,https://api.spotify.com/v1/audio-analysis/6GmkJJMe9U1tEcrJ3Hq3A1,0.597,226787,0.666,6GmkJJMe9U1tEcrJ3Hq3A1,0.00302,6,0.1,-6.365,0,0.0418,164.992,4,https://api.spotify.com/v1/tracks/6GmkJJMe9U1tEcrJ3Hq3A1,audio_features,spotify:track:6GmkJJMe9U1tEcrJ3Hq3A1,0.626,2018-04-10T10:18:09Z,Polarize,Twenty One Pilots
0.23,https://api.spotify.com/v1/audio-analysis/22OqansuvEMQu9W0EfiGTI,0.547,177200,0.936,22OqansuvEMQu9W0EfiGTI,3.04e-06,9,0.172,-4.023,1,0.102,120.003,4,https://api.spotify.com/v1/tracks/22OqansuvEMQu9W0EfiGTI,audio_features,spotify:track:22OqansuvEMQu9W0EfiGTI,0.642,2018-04-10T10:18:09Z,We Don't Believe What's on TV,Twenty One Pilots
0.0897,https://api.spotify.com/v1/audio-analysis/4Oyl6oYSNeeZZP0OAxPVaU,0.715,240080,0.838,4Oyl6oYSNeeZZP0OAxPVaU,0.0,2,0.15,-6.077,0,0.118,120.007,4,https://api.spotify.com/v1/tracks/4Oyl6oYSNeeZZP0OAxPVaU,audio_features,spotify:track:4Oyl6oYSNeeZZP0OAxPVaU,0.497,2018-04-10T10:18:09Z,Message Man,Twenty One Pilots
0.0577,https://api.spotify.com/v1/audio-analysis/40sRwFjfrRnaTdYPJIg4CP,0.683,234947,0.753,40sRwFjfrRnaTdYPJIg4CP,0.00208,2,0.357,-5.564,0,0.0317,120.03,4,https://api.spotify.com/v1/tracks/40sRwFjfrRnaTdYPJIg4CP,audio_features,spotify:track:40sRwFjfrRnaTdYPJIg4CP,0.389,2018-04-10T10:18:09Z,Hometown,Twenty One Pilots
0.194,https://api.spotify.com/v1/audio-analysis/5P3yUXUC9rZPJPNmYGKEAz,0.565,236733,0.437,5P3yUXUC9rZPJPNmYGKEAz,7.14e-06,6,0.0656,-7.68,0,0.0403,96.132,3,https://api.spotify.com/v1/tracks/5P3yUXUC9rZPJPNmYGKEAz,audio_features,spotify:track:5P3yUXUC9rZPJPNmYGKEAz,0.217,2018-04-10T10:18:09Z,Goner,Twenty One Pilots
0.0605,https://api.spotify.com/v1/audio-analysis/7qxjGHW485TL8ciwkHD5MK,0.77,238040,0.706,7qxjGHW485TL8ciwkHD5MK,0.00182,2,0.0985,-4.705,1,0.0302,115.011,4,https://api.spotify.com/v1/tracks/7qxjGHW485TL8ciwkHD5MK,audio_features,spotify:track:7qxjGHW485TL8ciwkHD5MK,0.527,2018-04-10T10:18:09Z,Not Today,Twenty One Pilots
0.154,https://api.spotify.com/v1/audio-analysis/5JvUqJiZ0q6eowFV4x7ngl,0.652,201307,0.87,5JvUqJiZ0q6eowFV4x7ngl,0.0,7,0.0551,-7.557,0,0.141,95.923,4,https://api.spotify.com/v1/tracks/5JvUqJiZ0q6eowFV4x7ngl,audio_features,spotify:track:5JvUqJiZ0q6eowFV4x7ngl,0.942,2018-04-06T17:49:19Z,Não Vem (Assim Não dá),Elton/Guilherme Brito/Cavaquinho/Candeia
0.327,https://api.spotify.com/v1/audio-analysis/1rkUwXk9aBqYX0S2YHoy53,0.62,202093,0.526,1rkUwXk9aBqYX0S2YHoy53,0.0,0,0.127,-8.61,1,0.118,90.669,4,https://api.spotify.com/v1/tracks/1rkUwXk9aBqYX0S2YHoy53,audio_features,spotify:track:1rkUwXk9aBqYX0S2YHoy53,0.607,2018-04-06T17:49:19Z,Sem Ilusão,Elton Medeiros
0.159,https://api.spotify.com/v1/audio-analysis/7LnsgTP6qHkgyZTQXrd7Kr,0.672,139973,0.52,7LnsgTP6qHkgyZTQXrd7Kr,0.0,1,0.238,-8.176,1,0.0763,124.492,4,https://api.spotify.com/v1/tracks/7LnsgTP6qHkgyZTQXrd7Kr,audio_features,spotify:track:7LnsgTP6qHkgyZTQXrd7Kr,0.62,2018-04-06T17:49:19Z,Notícia,Nelson Cavaquinho
0.453,https://api.spotify.com/v1/audio-analysis/6NrQ01Y1bi9VEMzMTo1Atw,0.446,156000,0.676,6NrQ01Y1bi9VEMzMTo1Atw,0.0,7,0.181,-9.369,0,0.124,86.958,3,https://api.spotify.com/v1/tracks/6NrQ01Y1bi9VEMzMTo1Atw,audio_features,spotify:track:6NrQ01Y1bi9VEMzMTo1Atw,0.81,2018-04-06T17:49:19Z,A Flor e o Espinho / Quando Eu Me Chamar Saudade,Guilherme De Brito
0.197,https://api.spotify.com/v1/audio-analysis/1lmss7P9zHvGJOG5h4E0Fn,0.651,182640,0.455,1lmss7P9zHvGJOG5h4E0Fn,0.0,2,0.178,-9.831,0,0.0762,140.018,4,https://api.spotify.com/v1/tracks/1lmss7P9zHvGJOG5h4E0Fn,audio_features,spotify:track:1lmss7P9zHvGJOG5h4E0Fn,0.557,2018-04-06T17:49:19Z,Amor Perfeito,Nelson Cavaquinho
0.812,https://api.spotify.com/v1/audio-analysis/5nOw5uyZrRwiIHQQoOKF1c,0.586,138227,0.432,5nOw5uyZrRwiIHQQoOKF1c,1.78e-06,7,0.357,-10.834,1,0.0459,143.962,4,https://api.spotify.com/v1/tracks/5nOw5uyZrRwiIHQQoOKF1c,audio_features,spotify:track:5nOw5uyZrRwiIHQQoOKF1c,0.564,2018-04-06T17:49:19Z,Gotas de Luar,Guilherme De Brito
0.189,https://api.spotify.com/v1/audio-analysis/0yiDjs2EhuIOGv5nauR7Cb,0.461,194547,0.589,0yiDjs2EhuIOGv5nauR7Cb,0.0,2,0.132,-7.578,1,0.315,75.203,3,https://api.spotify.com/v1/tracks/0yiDjs2EhuIOGv5nauR7Cb,audio_features,spotify:track:0yiDjs2EhuIOGv5nauR7Cb,0.964,2018-04-06T17:49:19Z,Sou Mais o Samba,"Candeia,Yvone Lara"
0.509,https://api.spotify.com/v1/audio-analysis/11cQS6DQNX5wF4Z1RwfUnW,0.532,197387,0.416,11cQS6DQNX5wF4Z1RwfUnW,0.0,0,0.192,-10.048,0,0.0797,76.874,4,https://api.spotify.com/v1/tracks/11cQS6DQNX5wF4Z1RwfUnW,audio_features,spotify:track:11cQS6DQNX5wF4Z1RwfUnW,0.516,2018-04-06T17:49:19Z,A Vida,Guilherme De Brito
0.211,https://api.spotify.com/v1/audio-analysis/0dZB7jGoSP180V348sL9AN,0.65,172827,0.675,0dZB7jGoSP180V348sL9AN,0.0,0,0.262,-8.404,1,0.114,89.35,4,https://api.spotify.com/v1/tracks/0dZB7jGoSP180V348sL9AN,audio_features,spotify:track:0dZB7jGoSP180V348sL9AN,0.814,2018-04-06T17:49:19Z,Não é Só Você,Nelson Cavaquinho
0.265,https://api.spotify.com/v1/audio-analysis/0DLLQHCiMG1HMljBqFU8KF,0.747,144240,0.556,0DLLQHCiMG1HMljBqFU8KF,0.0,7,0.137,-7.743,1,0.0935,113.717,4,https://api.spotify.com/v1/tracks/0DLLQHCiMG1HMljBqFU8KF,audio_features,spotify:track:0DLLQHCiMG1HMljBqFU8KF,0.848,2018-04-06T17:49:19Z,Chove e Não Molha,Elton Medeiros
0.381,https://api.spotify.com/v1/audio-analysis/1wnTbrv4oZNYAIEg1KXToa,0.743,214253,0.404,1wnTbrv4oZNYAIEg1KXToa,0.0,9,0.0782,-10.102,0,0.0703,139.922,4,https://api.spotify.com/v1/tracks/1wnTbrv4oZNYAIEg1KXToa,audio_features,spotify:track:1wnTbrv4oZNYAIEg1KXToa,0.766,2018-04-06T17:49:19Z,Expressão do Teu Olhar,Candeia
0.355,https://api.spotify.com/v1/audio-analysis/6SX5T2SnQIssV39OXSCBoY,0.662,101773,0.591,6SX5T2SnQIssV39OXSCBoY,2.29e-06,0,0.143,-8.867,1,0.141,88.959,4,https://api.spotify.com/v1/tracks/6SX5T2SnQIssV39OXSCBoY,audio_features,spotify:track:6SX5T2SnQIssV39OXSCBoY,0.958,2018-04-06T17:49:19Z,Rita Maloca,Elton Medeiros
0.254,https://api.spotify.com/v1/audio-analysis/2gq9iG0maBxkuZI7yfGJuv,0.657,218253,0.497,2gq9iG0maBxkuZI7yfGJuv,0.0,1,0.367,-7.689,1,0.112,106.049,4,https://api.spotify.com/v1/tracks/2gq9iG0maBxkuZI7yfGJuv,audio_features,spotify:track:2gq9iG0maBxkuZI7yfGJuv,0.594,2018-04-06T14:57:41Z,Overtime,Bryson Tiller
0.00596,https://api.spotify.com/v1/audio-analysis/3XOKU8CKSiQsuQHD5vhzo5,0.633,278387,0.919,3XOKU8CKSiQsuQHD5vhzo5,0.273,5,0.43,-6.208,0,0.0343,147.97,4,https://api.spotify.com/v1/tracks/3XOKU8CKSiQsuQHD5vhzo5,audio_features,spotify:track:3XOKU8CKSiQsuQHD5vhzo5,0.805,2018-04-02T13:08:50Z,She Works Out Too Much,MGMT
0.0102,https://api.spotify.com/v1/audio-analysis/2Y0iGXY6m6immVb2ktbseM,0.705,299960,0.712,2Y0iGXY6m6immVb2ktbseM,0.000855,6,0.1,-6.156,1,0.0385,97.512,4,https://api.spotify.com/v1/tracks/2Y0iGXY6m6immVb2ktbseM,audio_features,spotify:track:2Y0iGXY6m6immVb2ktbseM,0.62,2018-04-02T13:08:50Z,Little Dark Age,MGMT
0.0946,https://api.spotify.com/v1/audio-analysis/3td69vL9Py7Ai9wfXYnvji,0.645,263880,0.938,3td69vL9Py7Ai9wfXYnvji,0.0226,11,0.159,-4.557,0,0.0391,140.886,4,https://api.spotify.com/v1/tracks/3td69vL9Py7Ai9wfXYnvji,audio_features,spotify:track:3td69vL9Py7Ai9wfXYnvji,0.495,2018-04-02T13:08:50Z,When You Die,MGMT
0.0285,https://api.spotify.com/v1/audio-analysis/0t4z0WaQomQqPONghWn8c2,0.628,289853,0.841,0t4z0WaQomQqPONghWn8c2,0.00332,9,0.254,-4.583,1,0.0268,111.985,4,https://api.spotify.com/v1/tracks/0t4z0WaQomQqPONghWn8c2,audio_features,spotify:track:0t4z0WaQomQqPONghWn8c2,0.706,2018-04-02T13:08:50Z,Me and Michael,MGMT
0.612,https://api.spotify.com/v1/audio-analysis/0fokoG1PTmfQr6HrBoKzo1,0.465,210880,0.465,0fokoG1PTmfQr6HrBoKzo1,0.00639,2,0.223,-7.792,1,0.0276,140.001,4,https://api.spotify.com/v1/tracks/0fokoG1PTmfQr6HrBoKzo1,audio_features,spotify:track:0fokoG1PTmfQr6HrBoKzo1,0.242,2018-04-02T13:08:50Z,When You're Small,MGMT
0.706,https://api.spotify.com/v1/audio-analysis/1s2oewEkFG9eF9Mq7MyvCV,0.378,253360,0.614,1s2oewEkFG9eF9Mq7MyvCV,0.00766,1,0.129,-8.941,0,0.0387,175.926,4,https://api.spotify.com/v1/tracks/1s2oewEkFG9eF9Mq7MyvCV,audio_features,spotify:track:1s2oewEkFG9eF9Mq7MyvCV,0.481,2018-04-02T13:08:50Z,Hand It Over,MGMT
